Public Food Key,Food Profile ID,Derivation,Food Name,Food Description,Sampling Details,Nitrogen Factor,Fat Factor,Specific Gravity,Analysed Portion,Unanalysed Portion,Classification,Classification Name
F000368,15012,Analysed,"Bar, snack, fruit filled, baked","Snack style product with a fruit-based filling covered in a wheat-based pastry-like layer. Major ingredients include fruit filling (glucose, fruit, thickeners, food acid and flavours), wheat and oats and vegetable fats and oils.","The majority of nutrient data were derived from a composite of 5 samples of fruit filled snack bars (3x Kellogg's and 2x Uncle Toby's) purchased in Sydney in 2005. Na, I, fat and fatty acids were derived from 2 individual samples of fruit filled snack bars (1x Uncle Toby's and 1x Hillcrest) purchased in NSW in 2009. Fibre and resistant starch were derived from a composite sample of 3 snack bars (1x Kellogg's LCM Original, 1x Nestle Milo Bar and 1x Kellogg's K-Time Twist) purchased in NSW in 2012. Vitamins (B3, B6, B12, alpha tocopherol), Se and tryptophan were imputed from uniced fruit bun. Glycerol was estimated based on assumed product composition and should be used with caution. Alcohol, vitamin D, folic acid and caffeine were imputed zero.",6.25,0.95,0,100%,0%,28304,"Muesli bar, with fruit or fruit paste filling"
F003198,14661,Analysed,"Corn chips, plain, toasted, salted","Snack food product that consists of chips made from ground corn that is fried in vegetable oil, with added salt, but no added flavours.","The majority of nutrient data were derived from a composite of 8 samples of corn chips (3x Doritos, 2x CC’s, 1xTostitos, 1x Coles, 1x Eltora) purchased in five states across Australia in 2020. Resistant starch was derived from a composite of 3 samples of corn chips (1x Doritos Original, 1x CC's Original and 1x Red Rock Deli Sea Salt) purchased in NSW in 2012; fibre was analysed in the 2020 and 2012 samples. Vitamins (alpha-tocopherol, folate, B6, carotenes, pantothenate, biotin) and minerals (Cu, P, Se) were analysed in the 2020 sample and also derived from a composite of 9 samples of corn chips (5x Smiths CCs Original or Toasted, 2x Doritos, 2x No Frills) purchased in Melbourne in 1997. Alcohol, caffeine, cholesterol and vitamins (B12, C, D, retinol) were imputed zero.",6.25,0.96,0,100%,0%,26201,Corn chips
F003802,10928,Analysed,"Extruded snack, cheese flavoured","Cereal-based (typically corn or rice), packaged, savoury extruded snacks with cheese flavour.","Proximates (except fat) and some minerals and vitamins were derived from 3 types of cheese flavoured extruded snack (1x Twisties, 1x Cheezels and 1x Cheese Things) analysed in 1981. Na, I, fat and fatty acids were derived from an individual sample of Cheezels purchased in SA in 2009. Resistant starch and fibre were derived from a composite of 3 samples of extruded snacks (1x Smiths Burger Rings, 1x Smiths Twisties and Smiths Grain Waves) purchased in NSW in 2012. Folate and minerals (I, Na, Mg, K, Ca) were derived from a composite of 8 samples (2x Twisties, 2x Cheetos, 2x Cheezels and 2x Farmland) purchased in Melbourne in December 2005. Vitamins (carotenes, tocopherols, biotin, B5, B6) and minerals (Cu, Se, P, Cl, F) were derived from a composite of 10 samples (5x Twisties, 2x Cheezels, 2x Cheetos and 1x Cheesy Tubes) purchased in Melbourne in October 1997. Alcohol, caffeine and vitamins (B12, retinol, D, folic acid) were imputed zero. Note low sum of proximates - data should be used with caution.",6.25,0.96,0,100%,0%,26301,Extruded snacks
F006844,10929,Analysed,"Popcorn, commercial, butter flavoured, salted","Commercially purchased butter flavoured corn kernels, popped/cooked by heating in oil and/or butter or by heating in a microwave. Contains added salt.","Na, fat and fatty acids were derived from 5 individual samples of commercial popcorn purchased in NSW, WA and NZ in 2009. Iodine was analysed in 2 of these samples. Fat and fatty acids were also derived from 3 individual samples of commercial popcorn (1x Hoyts Cinema, 1x Woolworths Select and 1x Coles) purchased in QLD and VIC in 2013. Proximates, vitamins and minerals were derived from a composite of 6 samples of commercial popcorn (3x Popseys, 1x Academy Cinema, 1x Dimis Corner Snack Bar and 1x Picadilly Cinema) purchased in Adelaide in 1988. Minerals were also derived from a composite of 3 samples of microwaveable butter flavoured popcorn (1x Coles, 1x Uncle Toby's and 1x Poppin) purchased in 2010. Ash, vitamins (B6, alpha-tocopherol, folate) and tryptophan were borrowed from the USDA SR28, 25014 - Snacks, popcorn, microwave, regular (butter) flavor, made with partially hydrogenated oil. Alcohol, caffeine and vitamins (B12, D, folic acid) were imported zero.",6.25,0.96,0,100%,0%,26202,Popcorn
F007193,10930,Analysed,"Potato crisps or chips, plain, salted","Commercially packaged snack product that consists of thinly sliced potato, deep fried in vegetable oil, with added salt, but no added flavours.","Proximates, vitamins and iodine were derived from individual and composite analysis of 2 purchases of Smith's Original Crinkle Cut Potato Crisps, from supermarkets in WA and SA in 2008. Fat, I and Na were derived from 8 individual samples of plain potato crisps (2x Arnott's, 2x Smiths, 1x Kettle, 1x Red Rock Deli, 1x Coles and 1x Homebrand) purchased in NSW in 2009. Values from both analyses were weighted based on market share data. Resistant starch and fibre were derived from a composite of 3 samples of unflavoured potato chips (1x Smiths Crinkle Cut Original, 1x Smiths Thins Original and 1x Red Rock Deli Sea Salt) purchased in NSW in 2012. Minerals were derived from a composite of 3 samples (1x Smiths, 1x Red Rock Deli and 1x Spinters) of plain potato crisps purchased in 2010. Minerals (I, Cr, Ni, Mo, Se, Na, K, Ca, Cl, K, Mn) were derived from 6 samples purchased in NSW, QLD and VIC in 2004. Biotin, Cu and F were derived from a composite sample of Smiths, Ruffles, Thins and No Frills plain chips purchased in Melbourne in 1997. Cholesterol, Zn and Mg were derived from 3 samples (Smiths Crisps Original, Thins Original Thin & Crispy Potato Chips) purchased in Sydney in 1988. Fatty acids were derived from 1 sample of plain potato crisps (Smiths Original crinkle cut) purchased in NSW in 2013. Fatty acids were also derived from 8 individual samples of plain potato crisps (2x Arnott's, 2x Smiths, 1x Kettle, 1x Red Rock Deli, 1x Coles and 1x Homebrand) purchased in NSW in 2008. Samples were weighed to reflect 2014 market share data. Alcohol, vitamin D, B12 and caffeine were imputed zero. Note: Low sum of proximates - data should be used with caution.",6.25,0.96,0,100%,0%,26101,Potato crisps
F007201,10931,Analysed,"Potato crisps or chips, salt & vinegar flavoured","Commercially packaged snack product consisting of thinly sliced potato, deep fried in vegetable oil, with added salt and vinegar flavouring.","Proximates and vitamins were derived from a composite of 2 samples of potato crisps (Red Rock Deli Sweet Chilli and Sour Cream and Smith's Salt and Vinegar) purchased in QLD and VIC in 2008. Proximates, vitamins and tryptophan were also derived from a composite of 10 samples of flavoured potato crisps (4x Smiths Crinkle Cut Salt and Vinegar, 1x Smiths Crinkle Cut BBQ, 1x Smiths Crinkle Cut Chicken, 1x Smiths Crinkle Cut Cheese and Onion, 1x Arnott's Thins Chicken, 1x Tasty Jacks Crinkle Cut Chicken, 1x Ruffles Ridged Salt and Vinegar) purchased nationally in 2006. Minerals were derived from 4 individual samples of the Smith's salt and vinegar crisps as part of the same program. Cholesterol was derived from a composite of 4 samples of Smith's salt and vinegar flavoured crisps purchased in Sydney in 1982. Fatty acids were derived from 9 samples of potato crisps (Red Rock Deli Plain, Thins Plain, Tasty Jacks Plain, Smith's Thin Cut Plain, Thins Crinkle Cut Plain, Kettle Plain, Coles Plain, Homebrand Plain and Kettle Sweet Chilli & Sour Cream) purchased in NSW in 2008. Alcohol, vitamin B12, D and caffeine were imputed zero. Note significant reformulation has taken place to lower the saturated fat content in this category of foods. The data presented represents the products available at time of analysis. ",6.25,0.96,0,100%,0%,26101,Potato crisps
F007189,14842,Analysed,"Potato crisps or chips, flavoured (other than salt & vinegar)","Commercially packaged snack product consisting of thinly sliced potato, deep fried in vegetable oil, with added flavouring (except salt and vinegar).","Proximates, vitamins, I and fatty acids were derived from individual and composite analysis of two samples of potato crisps (Red Rock Deli Sweet Chilli and Sour Cream and Smith's Salt and Vinegar) purchased in supermarkets in QLD and VIC in 2008. Proximates, vitamins and tryptophan were also derived from a composite of 10 samples of flavoured potato crisps (4x Smiths Crinkle Cut Salt and Vinegar, 1x Smiths Crinkle Cut BBQ, 1x Smiths Crinkle Cut Chicken, 1x Smiths Crinkle Cut Cheese and Onion, 1x Arnott's Thins Chicken, 1x Tasty Jacks Crinkle Cut Chicken, 1x Ruffles Ridged Salt and Vinegar) purchased nationally in 2006. Minerals were derived from individual analysis of non-salt and vinegar flavoured potato crisps from the same program. Fat, Na, I and fatty acids were also derived from 1 sample of flavoured potato crisps fried in monounsaturated vegetable oil (1x Kettle) purchased in SA in 2009. Values have been weighted based on market share. Cholesterol was derived from 4 composites that include cheese and onion flavour crisps purchased from 4 retail outlets in Sydney in 1988. Alcohol, caffeine, vitamin D and B12 were imputed zero.",6.25,0.96,0,100%,0%,26101,Potato crisps
F007198,14681,Analysed,"Potato crisps or chips, reformed, salted","Commercially packaged snack product that consists of reformed sliced potato, deep fried in vegetable oil, with added salt. Includes flavoured and unflavoured varieties.","Fat, Na, I and fatty acids were derived from 3 individual samples of reconstituted potato crisps (2x Pringles and 1x Stax) purchased in NSW and VIC in 2009. Proximates (protein, starch, sugars) were based on Pringles, Smith's and Woolworths label information available in 2020. Alpha-tocopherol and tryptophan were imputed from plain potato crisps. Proximates (Ash, moisture, fibre), vitamins (B1, B2, B3, B6, C, beta-carotene, folate, retinol), minerals (Ca, Fe, K, Mg, P, Se) and cholesterol were borrowed from NZ FOODfiles 2014, - Snack, potato chip, salt & vinegar added, Pringles. Proximates (Ash, moisture, fibre) were adjusted based on label data to meet the original sum of proximates. Alcohol, vitamins (B12, D, folic acid) and caffeine were imputed zero. Note high sum of proximates - data should be used with caution.",6.25,0.96,0,100%,0%,26101,Potato crisps
F007204,15057,Analysed,"Potato straws, French fries, plain","Commercially packaged snack product consisting of thinly sliced potato, deep fried in vegetable oil, and lightly salted.","The majority of nutrient data were derived from a composite of 4 samples of French Fries purchased in Sydney in 1981. Fat, I, Na and fatty acids were derived from 1 sample of French fries potato crisps (1x French Fries) purchased in NSW in 2009. Fibre, vitamins (B6, folate, alpha-tocopherol), P, Se and tryptophan were imputed from plain potato crisps. Alcohol, vitamins (B12, D, folic acid) and caffeine were imputed zero.",6.25,0.96,0,100%,0%,26101,Potato crisps
F009073,15006,Analysed,"Taco shell, from corn flour, plain",Pre-purchased hard corn-based shells for use in preparing tacos. Shells are fried before packaging.,"The majority of nutrient data were derived from a composite of 5 varieties of hard, corn-based taco shells (2x Old El Paso Original, 2x Old El Paso Jumbo, 2x Woolworths Select, 1x Old El Paso Stand and Stuff and 1x Mission) purchased in ACT, QLD, VIC, SA and WA in 2015. Resistant starch and fibre were derived from a composite of 3 samples of corn-based taco shells (1x Old El Paso, 1x Mission and 1x Woolworths) purchased in NSW in 2012. Alcohol, vitamins (C, D, folic acid, retinol), caffeine and cholesterol were imputed zero.",6.25,0.96,0,100%,0%,26201,Corn chips
F008509,10831,Analysed,"Soup, broth style, with meat, instant dry mix","Instant dry beef mix soup containing beef or chicken and other ingredients such as spices and herbs, maltodextrins, salt and starch. Requires mixing with boiling water in a cup before consumption.","The majority of nutrient data were derived from a composite of 10 samples of soup mix (5x Continental Hearty Beef, 3x Home Brand Beef, 1x Black and Gold Hearty Beef, 1x Bi-Lo Hearty Beef) purchased in Melbourne in 2002. Tryptophan was imputed from plain white wheat flour. Alcohol, vitamin D, folic acid and caffeine were imputed zero.",6.25,0.95,0,100%,0%,21201,"Dry soup mix containing meat, poultry or seafood"
F008508,10832,Analysed,"Soup, broth style, with meat & noodles, instant dry mix","Instant dry chicken noodle soup mix containing noodles, salt, sugar, flavour enhancer, garlic, skim milk, vegetable fat, hydrolysed veg. protein, chicken, onion, parsley, spices, herbs, colour (turmeric). Requires mixing with boiling water in a cup before consumption.","The majority of nutrient data were derived from two separate analyses: (1) a composite of 12 samples of chicken noodle soup instant dry mix (8x Continental and 2x Maggi, 2x Farmland) purchased in Adelaide in 1990; and (2) a composite of 20 samples of chicken noodle soup instant dry mix (11x Continental, 3x Country cup, 2x Savings and 1x Home brand, 1x Farmland, 1x Trident and 1x Maggi ) purchased in Melbourne in 2002. Fat, Na, I and fatty acids were derived from 1 individual sample of chicken and noodle soup dry mix (1x Continental) purchased in NSW in 2009. Tryptophan was estimated based on the proportions of the major ingredients (50% Flour, wheat, white, plain and 50% Noodle, wheat, Asian style). Alcohol, vitamin D, folic acid and caffeine were imputed zero. Note high sum of proximates - data should be used with caution.",6.25,0.95,0,100%,0%,21201,"Dry soup mix containing meat, poultry or seafood"
